5,43.59,-0.9540
10,74.99,-0.9230
15,119.15,-1.0100
20,163.64,-0.9940
25,206.88,-1.0350
30,265.81,-0.9500
35,307.36,-0.9930
40,351.58,-0.9620
45,404.41,-0.9740
50,450.65,-0.9910
55,497.38,-1.0020
60,540.39,-0.9280
65,604.99,-0.9990
70,647.65,-0.9960
75,694.34,-0.9910
80,755.53,-0.9970
85,807.38,-0.9980
90,844.27,-0.9960
